"price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","city","statezip","House_Age","monthHS","dayHS","sqft_basement_Categorized"
90000,"2","1",580,7500,"1","0","0","3",580,0,"Seattle","WA 98178",12,"05","23","0"
498000,"2","2",1140,8282,"1","0","0","3",1140,0,"Kirkland","WA 98033",5,"05","23","0"
379000,"2","1",800,6380,"1","0","2","3",800,0,"Seattle","WA 98115",18,"05","23","0"
462000,"3","1.75",1300,2580,"1","0","0","5",820,480,"Seattle","WA 98115",80,"05","23","1"
388000,"4","2.5",2440,7155,"2","0","0","3",2440,0,"Renton","WA 98058",21,"05","23","0"
255000,"3","2",1490,8371,"1.5","0","0","3",1490,0,"Kent","WA 98031",30,"05","23","0"
550000,"3","2",1830,9152,"1","0","0","5",1830,0,"Bellevue","WA 98006",55,"05","23","0"
606000,"3","1",1500,3920,"1","0","0","3",1000,500,"Seattle","WA 98107",2,"05","23","1"
334000,"4","2.5",2210,6080,"1","0","2","4",1410,800,"Seattle","WA 98178",49,"05","23","2"
360000,"3","2",1270,1323,"3","0","0","3",1270,0,"Seattle","WA 98103",8,"05","23","0"
235000,"2","1",1140,1730,"1.5","0","0","3",1010,130,"Seattle","WA 98126",7,"05","23","1"
580000,"3","2.5",1620,1173,"3","0","4","3",1470,150,"Seattle","WA 98103",6,"05","23","1"
355000,"3","2",1220,1186,"3","0","0","3",1220,0,"Seattle","WA 98103",7,"05","23","0"
375000,"2","2.5",750,1430,"2","0","0","3",750,0,"Seattle","WA 98122",8,"05","23","0"
372000,"4","1.75",1960,9300,"1","0","0","5",1340,620,"North Bend","WA 98045",35,"05","24","2"
2e+06,"5","4",4580,4443,"3","1","4","3",4580,0,"Sammamish","WA 98075",11,"05","24","0"
1680000,"4","4.25",5584,68257,"2","0","0","3",5584,0,"Carnation","WA 98014",8,"05","24","0"
501000,"2","1",1010,4320,"1","0","0","5",1010,0,"Seattle","WA 98115",58,"05","24","0"
245000,"3","1.75",1260,6908,"1","0","0","3",1260,0,"Maple Valley","WA 98038",20,"05","24","0"
496700,"3","2.5",1740,5782,"2","0","0","4",1740,0,"Issaquah","WA 98029",25,"05","24","0"
199000,"2","1",720,7200,"1","0","0","5",720,0,"Renton","WA 98058",71,"05","24","0"
440500,"3","2.5",2460,4399,"2","0","0","3",2460,0,"Snoqualmie","WA 98065",7,"05","24","0"
325000,"4","3.5",2630,3435,"1.5","0","3","3",1640,990,"SeaTac","WA 98188",30,"05","25","2"
195000,"3","1.75",1570,8459,"1","0","0","3",1570,0,"Enumclaw","WA 98022",23,"05","25","0"
675000,"3","3",2980,28000,"1","0","0","3",1820,1160,"Redmond","WA 98052",1,"05","25","3"
295000,"3","2.5",1560,4200,"2","0","0","3",1560,0,"Maple Valley","WA 98038",11,"05","25","0"
355300,"3","2.5",1620,7410,"1","0","0","5",1620,0,"Shoreline","WA 98133",59,"05","25","0"
460000,"2","1.5",2730,19877,"1","0","0","4",1570,1160,"Duvall","WA 98019",22,"05","26","3"
370000,"3","2.5",1780,4050,"2","0","0","3",1780,0,"Shoreline","WA 98155",13,"05","26","0"
346000,"4","2.5",2100,3916,"2","0","0","3",2100,0,"Renton","WA 98058",5,"05","26","0"
172500,"3","1",1140,8800,"1","0","0","3",1140,0,"Auburn","WA 98001",12,"05","26","0"
379950,"3","1.5",1690,9144,"1","0","0","4",1140,550,"Kenmore","WA 98028",58,"05","26","2"
529000,"3","1",1210,3328,"1.5","0","0","4",1210,0,"Seattle","WA 98107",90,"05","27","0"
312000,"3","1.5",1255,1374,"3","0","0","3",1255,0,"Seattle","WA 98125",11,"05","27","0"
326100,"2","1",880,7683,"1","0","0","3",880,0,"Seattle","WA 98177",15,"05","27","0"
360000,"3","1",1050,9206,"1.5","0","0","3",1050,0,"Seattle","WA 98125",9,"05","27","0"
438000,"3","1.75",1650,12940,"1","0","0","4",1650,0,"Kenmore","WA 98028",13,"05","27","0"
360000,"3","1",1570,9467,"1","0","0","3",1570,0,"Shoreline","WA 98177",9,"05","27","0"
1050000,"4","2.5",2920,7200,"1","0","3","3",1470,1450,"Seattle","WA 98144",8,"05","27","3"
688000,"4","3",3000,4000,"1.5","0","3","3",1970,1030,"Seattle","WA 98144",0,"05","27","2"
585000,"3","1.75",1850,7735,"1","0","0","4",1850,0,"Issaquah","WA 98027",31,"05","27","0"
265000,"3","2.5",1440,7741,"1","0","0","4",1000,440,"Kent","WA 98031",31,"05","27","1"
375000,"3","1.75",1440,8775,"1","0","0","3",1440,0,"Kirkland","WA 98034",1,"05","27","0"
326500,"3","1",1810,12375,"2","0","0","3",1810,0,"Woodinville","WA 98072",0,"05","27","0"
160000,"2","1",1180,9350,"1","0","0","3",1180,0,"Seattle","WA 98178",96,"05","27","0"
1570000,"4","3.75",3070,5850,"2","0","0","5",2400,670,"Seattle","WA 98112",87,"05","27","2"
735000,"5","2.75",3390,5211,"2","0","0","3",3390,0,"Sammamish","WA 98075",11,"05","27","0"
4e+05,"2","1",1470,6120,"1","0","0","2",1470,0,"Seattle","WA 98115",74,"05","27","0"
8e+05,"4","2.5",2680,7200,"1","0","0","3",1380,1300,"Kirkland","WA 98033",1,"05","27","3"
949880,"4","2.25",2290,10687,"2","0","0","3",2290,0,"Bellevue","WA 98004",36,"05","27","0"
405000,"3","1.75",1980,8100,"1","0","0","4",1310,670,"Shoreline","WA 98133",29,"05","27","2"
399000,"4","2.5",2870,9292,"2","0","0","3",2540,330,"Renton","WA 98058",0,"05","27","1"
730001,"3","2",1840,4750,"1","0","0","5",1010,830,"Seattle","WA 98117",63,"05","27","2"
1795000,"4","3.25",4060,13000,"2","0","3","3",4060,0,"Mercer Island","WA 98040",14,"05","27","0"
260000,"3","2",1630,8018,"1","0","0","3",1630,0,"Pacific","WA 98047",11,"05","27","0"
751750,"2","2",1880,5400,"1.5","0","0","3",1880,0,"Seattle","WA 98112",112,"05","27","0"
325000,"3","1.75",1780,13095,"1","0","0","4",1780,0,"Kent","WA 98042",31,"05","27","0"
344950,"4","2",2330,6250,"1","0","0","4",1400,930,"Kent","WA 98030",16,"05","27","2"
457500,"3","1.75",1840,4030,"1","0","0","5",1050,790,"Seattle","WA 98108",89,"05","27","2"
389000,"5","2",2330,10750,"1","0","0","4",1190,1140,"Kenmore","WA 98028",52,"05","27","3"
515000,"4","2.5",3200,6473,"2","0","0","3",3200,0,"Renton","WA 98059",9,"05","27","0"
732000,"3","2.5",2330,1987,"2","0","4","3",1410,920,"Seattle","WA 98107",11,"05","27","2"
415000,"3","2.25",1950,8868,"1","0","0","3",1350,600,"Shoreline","WA 98155",14,"05","27","2"
1655000,"4","3.5",3080,4815,"2","0","3","3",2300,780,"Seattle","WA 98199",5,"05","27","2"
535000,"2","1",1040,5527,"1","0","0","3",1040,0,"Seattle","WA 98115",20,"05","27","0"
540000,"4","4.25",1960,3565,"2","0","0","3",1960,0,"Seattle","WA 98116",11,"05","27","0"
525000,"5","3",2750,3800,"1.5","0","0","5",1750,1000,"Seattle","WA 98115",88,"05","27","2"
569950,"5","4.5",4850,40902,"2","0","0","3",4850,0,"Federal Way","WA 98023",13,"05","27","0"
283200,"4","2.5",1982,6406,"2","0","0","3",1982,0,"Kent","WA 98030",11,"05","27","0"
1100000,"3","2.75",2640,4050,"1.5","0","0","5",1750,890,"Seattle","WA 98112",88,"05","27","2"
830000,"4","2.5",1850,50662,"1","0","0","3",1430,420,"Redmond","WA 98052",36,"05","27","1"
495000,"4","2.25",1940,9144,"1","0","0","4",1430,510,"Bellevue","WA 98007",58,"05","27","1"
292050,"5","3",2840,7199,"1","0","0","3",1710,1130,"Tukwila","WA 98178",11,"05","27","3"
295832,"5","1",1410,6400,"1","0","0","5",960,450,"Des Moines","WA 98198",59,"05","27","1"
1381000,"4","3.75",3160,9525,"2.5","0","0","3",3160,0,"Mercer Island","WA 98040",17,"05","27","0"
857000,"4","3",3720,29043,"2","0","0","3",3720,0,"Kirkland","WA 98033",23,"05","27","0"
499950,"3","3.5",1820,1501,"2","0","0","3",1430,390,"Seattle","WA 98144",0,"05","27","1"
465000,"3","2",1560,8640,"1","0","0","5",1560,0,"Kirkland","WA 98034",47,"05","27","0"
329000,"3","1",1600,5952,"1","0","0","4",1150,450,"Seattle","WA 98106",50,"05","27","1"
255000,"3","1",960,8100,"1","0","0","3",960,0,"Shoreline","WA 98155",9,"05","27","0"
435000,"3","1",1270,4000,"1.5","0","2","3",1270,0,"Seattle","WA 98126",60,"05","27","0"
685000,"3","2.5",2810,7700,"2","0","0","3",2810,0,"Bellevue","WA 98006",13,"05","27","0"
715000,"2","2.5",2160,5581,"1","0","0","3",2160,0,"Redmond","WA 98053",12,"05","27","0"
780000,"3","3",2520,2152,"1.5","0","0","3",1560,960,"Seattle","WA 98119",8,"05","27","2"
345000,"2","1.5",1180,844,"2","0","0","3",990,190,"Seattle","WA 98144",9,"05","27","1"
355000,"4","2.25",1810,4970,"2","0","0","3",1810,0,"Renton","WA 98059",11,"05","27","0"
282000,"3","2.5",1680,15711,"1","0","0","3",1240,440,"Kent","WA 98031",20,"05","27","1"
244000,"3","1",910,5250,"1","0","0","4",910,0,"Burien","WA 98166",43,"05","27","0"
967500,"3","3.75",3250,5797,"2","0","2","4",2370,880,"Seattle","WA 98199",15,"05","27","2"
375000,"3","1.5",2000,7294,"1","0","0","3",1520,480,"Seattle","WA 98118",21,"05","27","1"
1600000,"3","3.25",3790,19000,"2","0","4","3",3790,0,"Seattle","WA 98177",29,"05","27","0"
527500,"3","1.75",2310,78844,"1","0","0","3",1760,550,"Issaquah","WA 98027",10,"05","27","2"
994000,"3","2.25",2510,6339,"1.5","0","2","5",1810,700,"Seattle","WA 98199",12,"05","27","2"
313000,"3","1.75",1320,6205,"1","0","0","5",1320,0,"Shoreline","WA 98133",29,"05","27","0"
587000,"3","2.25",2370,217800,"2","0","0","3",2370,0,"Redmond","WA 98053",0,"05","27","0"
304000,"3","1",900,7500,"1","0","0","4",900,0,"Kirkland","WA 98034",42,"05","27","0"
305000,"4","1",2100,9288,"1","0","0","4",1050,1050,"Renton","WA 98058",46,"05","27","2"
5e+05,"3","2.25",1760,4539,"2","0","0","3",1760,0,"Issaquah","WA 98029",14,"05","27","0"
274950,"3","1.75",1670,7415,"1","0","0","3",1320,350,"Covington","WA 98042",14,"05","27","1"
455600,"3","2.5",2420,8252,"2","0","0","3",2420,0,"Snoqualmie","WA 98065",8,"05","27","0"
970000,"5","3",3480,15185,"2","0","0","4",3480,0,"Mercer Island","WA 98040",50,"05","27","0"
312900,"4","2.5",1630,4473,"2","0","0","3",1630,0,"Maple Valley","WA 98038",11,"05","27","0"
535000,"4","2.5",2340,5600,"2","0","0","3",2340,0,"Seattle","WA 98146",1,"05","27","0"
427000,"2","1",920,3780,"1","0","0","3",920,0,"Seattle","WA 98103",8,"05","27","0"
405000,"2","1",910,6490,"1","0","0","3",910,0,"Seattle","WA 98115",15,"05","27","0"
725000,"3","1.5",2500,4774,"1.5","0","2","3",1450,1050,"Seattle","WA 98107",18,"05","27","2"
293000,"4","2.5",3250,235063,"1","0","2","3",3250,0,"Auburn","WA 98092",1,"05","27","0"
475000,"4","3.5",3400,234352,"2","0","0","3",2500,900,"Vashon","WA 98070",23,"05","27","2"
760000,"4","2.5",3330,7399,"2","0","0","3",3330,0,"Redmond","WA 98052",5,"05","27","0"
1710000,"5","4.5",4590,14685,"2","0","0","3",4590,0,"Kirkland","WA 98033",5,"05","27","0"
754950,"3","2.5",2610,7256,"2","0","0","3",2610,0,"Kirkland","WA 98033",0,"05","27","0"
263900,"3","2.5",1658,2700,"2","0","0","3",1658,0,"Des Moines","WA 98198",0,"05","27","0"
460000,"3","3.5",1600,1431,"2","0","0","3",1240,360,"Seattle","WA 98117",8,"05","27","1"
399950,"3","3",1296,1051,"3","0","0","3",1296,0,"Seattle","WA 98125",5,"05","27","0"
370000,"2","2.25",1280,835,"2","0","0","3",1080,200,"Seattle","WA 98118",5,"05","27","1"
1149000,"4","3",5940,11533,"2","0","4","3",4950,990,"Snoqualmie","WA 98065",11,"05","27","2"
450800,"4","3.25",2510,5311,"2","0","0","3",2510,0,"Renton","WA 98056",5,"05","27","0"
627000,"3","3.5",2710,3475,"2","0","0","3",1650,1060,"Issaquah","WA 98027",9,"05","27","3"
495000,"3","2.5",1750,1548,"3","0","0","3",1750,0,"Seattle","WA 98118",91,"05","27","0"
550000,"4","1",1660,34848,"1","0","0","1",930,730,"Redmond","WA 98052",81,"05","28","2"
215000,"2","1",1320,8865,"1","0","0","4",1320,0,"Burien","WA 98168",71,"05","28","0"
630000,"4","2.5",2740,43101,"2","0","0","3",2740,0,"Woodinville","WA 98077",21,"05","28","0"
9e+05,"6","2.75",2300,24773,"1.5","0","0","4",2300,0,"Mercer Island","WA 98040",29,"05","28","0"
365000,"3","1.5",1300,12240,"1","0","0","3",1300,0,"Kenmore","WA 98028",6,"05","28","0"
544500,"4","2.5",2230,10414,"1","0","0","5",1450,780,"Issaquah","WA 98075",40,"05","28","2"
599000,"4","2.75",2020,2750,"1","0","0","3",1010,1010,"Seattle","WA 98122",0,"05","28","2"
254000,"2","1",1060,8187,"1","0","0","4",1060,0,"Shoreline","WA 98133",62,"05","28","0"
740000,"2","1.75",2080,4800,"1","0","0","5",1080,1000,"Seattle","WA 98117",91,"05","28","2"
225000,"3","2",2030,24829,"1","0","0","4",1220,810,"Auburn","WA 98001",35,"05","28","2"
925000,"3","2.5",2690,7000,"2","0","0","5",1840,850,"Seattle","WA 98115",71,"05","28","2"
1285000,"4","2.5",3240,10800,"1","0","0","3",2260,980,"Seattle","WA 98105",68,"05","28","2"
537000,"3","2.5",1550,12920,"2","0","0","5",1550,0,"Kirkland","WA 98033",15,"05","28","0"
335000,"4","2",1480,3132,"1","0","0","5",740,740,"Seattle","WA 98108",104,"05","28","2"
840000,"4","2.75",3040,2800,"2","0","0","3",2100,940,"Seattle","WA 98102",0,"05","28","2"
224000,"3","1.5",1560,7300,"1","0","0","4",1040,520,"Auburn","WA 98001",50,"05","28","1"
395000,"3","2.5",2250,3757,"2","0","0","3",2250,0,"Renton","WA 98059",8,"05","28","0"
450000,"3","1",1100,4600,"1","0","0","3",1100,0,"Seattle","WA 98116",5,"05","28","0"
681000,"3","1",1700,6356,"1.5","0","0","3",1700,0,"Seattle","WA 98118",31,"05","28","0"
898000,"5","1.5",2680,28014,"1","0","0","4",1450,1230,"Bellevue","WA 98004",51,"05","28","3"
370000,"3","1",800,2296,"1","0","0","4",800,0,"Seattle","WA 98103",106,"05","28","0"
429000,"2","1.75",1350,6315,"1","0","0","3",1350,0,"Redmond","WA 98053",9,"05","28","0"
150000,"3","1",820,7680,"1.5","0","0","3",820,0,"Seattle","WA 98106",8,"05","28","0"
555000,"3","2.5",3160,4270,"2","0","0","3",2650,510,"Bothell","WA 98011",8,"05","28","1"
326000,"3","2.75",1720,28000,"1","0","0","4",1720,0,"Renton","WA 98058",42,"05","28","0"
245100,"3","1.75",1300,7958,"1","0","0","3",1300,0,"Auburn","WA 98092",18,"05","28","0"
665000,"3","2.5",2190,10370,"2","0","0","3",2190,0,"Sammamish","WA 98074",14,"05","28","0"
535000,"3","2.5",1720,4006,"2","0","0","3",1720,0,"Issaquah","WA 98029",20,"05","28","0"
215000,"3","1.75",1210,8075,"1","0","0","4",1210,0,"Pacific","WA 98047",31,"05","28","0"
432500,"3","1.75",1980,5100,"1","0","0","3",1270,710,"Seattle","WA 98103",21,"05","28","2"
655000,"4","2.5",2990,5669,"2","0","0","3",2990,0,"Sammamish","WA 98074",11,"05","28","0"
266200,"3","1.5",1430,9600,"1","0","0","4",1430,0,"Renton","WA 98059",48,"05","28","0"
244615,"3","2.5",2060,4030,"2","0","0","3",2060,0,"Kent","WA 98032",15,"05","28","0"
460000,"4","3",2230,52983,"2","0","0","3",2230,0,"Kent","WA 98030",23,"05","28","0"
370000,"4","2.5",3090,18645,"2","0","0","3",3090,0,"Federal Way","WA 98023",19,"05","28","0"
465000,"6","3.25",4250,23326,"1","0","3","3",2150,2100,"Federal Way","WA 98003",3,"05","28","5"
1175000,"3","2.5",1970,23180,"1","1","4","3",1100,870,"Seattle","WA 98136",16,"05","28","2"
189000,"2","2",1700,3171,"1","0","0","5",850,850,"Auburn","WA 98002",87,"05","28","2"
820000,"3","2.5",2510,5503,"2","0","2","3",2510,0,"Seattle","WA 98136",19,"05","28","0"
968000,"6","2.75",3610,17580,"1","0","4","5",2070,1540,"Sammamish","WA 98075",55,"05","28","3"
1400000,"4","3.25",2980,7000,"2","0","3","3",2140,840,"Seattle","WA 98144",0,"05","28","2"
438750,"3","1.75",1610,6480,"1","0","0","4",1610,0,"Seattle","WA 98125",26,"05","28","0"
1210000,"4","2.75",3650,6982,"2","0","2","4",2530,1120,"Seattle","WA 98115",11,"05","28","3"
6e+05,"4","2",2510,38141,"1","0","0","3",2510,0,"Kirkland","WA 98034",2,"05","28","0"
589000,"3","1",1110,6000,"1.5","0","0","5",1110,0,"Seattle","WA 98199",12,"05","28","0"
590000,"3","2",1650,6150,"2","0","0","4",1650,0,"Seattle","WA 98116",21,"05","28","0"
479900,"3","2",1980,12150,"1","0","0","3",1980,0,"Kent","WA 98042",20,"05","28","0"
210000,"2","1.5",880,1157,"2","0","0","3",880,0,"Seattle","WA 98126",7,"05","28","0"
745000,"3","1.75",1490,9800,"1","0","0","4",1140,350,"Beaux Arts Village","WA 98004",26,"05","28","1"
840500,"3","2",2520,5400,"1.5","0","0","4",1410,1110,"Seattle","WA 98119",24,"05","28","3"
565000,"7","4.5",4140,9066,"1","0","0","3",2070,2070,"Seattle","WA 98125",36,"05","28","5"
681716,"4","2.5",3150,7277,"2","0","0","3",3150,0,"Renton","WA 98056",8,"05","28","0"
6e+05,"3","1.75",1580,7416,"1","0","0","3",1150,430,"Bellevue","WA 98005",3,"05","28","1"
168500,"3","1",1100,10125,"1","0","0","3",1100,0,"Covington","WA 98042",4,"05","28","0"
355000,"2","1",1270,3200,"1","0","0","4",960,310,"Seattle","WA 98103",94,"05","28","1"
277000,"4","1",1450,6250,"1","0","0","3",990,460,"Seattle","WA 98146",14,"05","28","1"
7e+05,"2","1.75",2320,5500,"1.5","0","2","3",1720,600,"Seattle","WA 98144",14,"05","28","2"
510250,"3","1.75",1400,4000,"1","0","0","3",870,530,"Seattle","WA 98117",20,"05","28","1"
960000,"4","2.25",2410,4560,"2","0","2","5",1800,610,"Seattle","WA 98117",85,"05","28","2"
254000,"3","2",1480,7480,"1","0","0","4",1480,0,"Maple Valley","WA 98038",22,"05","28","0"
175000,"2","1",830,2699,"1","0","0","3",830,0,"Maple Valley","WA 98038",18,"05","28","0"
157500,"2","1",740,9003,"1","0","0","3",740,0,"Kent","WA 98031",16,"05","28","0"
580000,"5","2",1940,6000,"1","0","0","5",970,970,"Seattle","WA 98115",69,"05","28","2"
124740,"3","1",1340,15600,"1","0","0","4",1340,0,"Kent","WA 98042",14,"05","28","0"
1970000,"8","3.5",4440,6480,"2","0","3","5",3140,1300,"Seattle","WA 98112",55,"05","28","3"
285000,"2","1",800,6240,"1","0","0","3",800,0,"Seattle","WA 98125",9,"05","28","0"
242000,"3","1.75",1310,9645,"1","0","0","3",1310,0,"SeaTac","WA 98198",0,"05","28","0"
840000,"4","1.75",2330,4000,"2","0","0","5",1300,1030,"Seattle","WA 98105",58,"05","28","2"
474800,"2","3.25",1400,1243,"3","0","0","3",1400,0,"Seattle","WA 98103",14,"05","28","0"
465000,"3","2.25",1840,5752,"2","0","0","3",1840,0,"Kirkland","WA 98034",11,"05","28","0"
515000,"4","2.5",2680,7178,"2","0","0","3",2680,0,"Snoqualmie","WA 98065",11,"05","28","0"
430000,"3","3.75",3890,7140,"1","0","2","3",2390,1500,"Seattle","WA 98178",7,"05","28","3"
253400,"3","2",1400,8640,"1","0","0","5",1400,0,"Federal Way","WA 98003",46,"05","28","0"
355000,"3","2.5",2400,9701,"1","0","0","3",2400,0,"Federal Way","WA 98023",5,"05","28","0"
740000,"4","2.25",2920,46355,"2","0","0","4",2920,0,"Fall City","WA 98024",16,"05","28","0"
186950,"2","2",1390,1302,"2","0","0","3",1390,0,"Federal Way","WA 98003",28,"05","28","0"
306000,"3","2.5",1680,11193,"2","0","0","3",1680,0,"Renton","WA 98058",30,"05","28","0"
510000,"4","1.5",2040,8800,"1","0","0","4",1020,1020,"Bellevue","WA 98007",13,"05","28","2"
345000,"2","1",1080,4000,"1","0","0","3",1080,0,"Seattle","WA 98117",18,"05","28","0"
875000,"3","2.75",2280,4280,"1","0","0","5",1280,1000,"Seattle","WA 98103",97,"05","28","2"
1400000,"4","3.25",4700,9160,"1","0","4","3",2520,2180,"Seattle","WA 98116",9,"05","28","5"
499950,"4","2.5",2798,4473,"2","0","0","3",2798,0,"Renton","WA 98055",102,"05","28","0"
363000,"4","2.5",3753,7204,"2","0","0","3",3336,417,"Federal Way","WA 98023",6,"05","28","1"
782000,"4","3.5",3910,8095,"2","0","0","3",3130,780,"Issaquah","WA 98029",7,"05","28","2"
452000,"4","2.25",2590,10002,"1","0","0","4",1340,1250,"Kenmore","WA 98028",46,"05","29","3"
264950,"4","2.25",1720,9753,"1","0","0","4",1120,600,"Federal Way","WA 98023",14,"05","29","2"
472000,"6","2.5",4410,14034,"1","0","2","4",2350,2060,"Federal Way","WA 98003",49,"05","29","5"
267500,"3","1.75",1590,11914,"1","0","2","3",1090,500,"SeaTac","WA 98188",14,"05","29","1"
565000,"4","2.5",2440,22594,"2","0","0","3",2440,0,"Redmond","WA 98053",18,"05","29","0"
535000,"3","2.5",1360,1016,"3","0","0","3",1310,50,"Seattle","WA 98115",11,"05","29","0"
389000,"2","1",910,7000,"1","0","0","3",910,0,"Seattle","WA 98115",6,"05","29","0"
4e+05,"4","1.5",1390,7200,"1","0","0","3",1140,250,"Seattle","WA 98133",21,"05","29","1"
690000,"4","2.5",2920,9904,"2","0","0","4",2920,0,"Issaquah","WA 98029",24,"05","29","0"
412000,"3","1.75",1950,52256,"1","0","0","4",1950,0,"Kent","WA 98042",29,"05","29","0"
695000,"3","2.5",2390,4555,"2","0","0","3",2390,0,"Sammamish","WA 98074",8,"05","29","0"
246500,"3","1.5",1270,11600,"1","0","0","4",1270,0,"Kent","WA 98031",50,"05","29","0"
302000,"2","1",900,423838,"1","0","2","5",900,0,"Enumclaw","WA 98022",89,"05","29","0"
820000,"4","2.25",2280,6660,"1.5","0","2","3",1960,320,"Seattle","WA 98119",30,"05","29","1"
145000,"3","1",1010,5490,"1","0","0","3",1010,0,"SeaTac","WA 98168",9,"05","29","0"
436500,"2","1",1260,5000,"1","0","0","3",1040,220,"Seattle","WA 98117",20,"05","29","1"
2453500,"4","3.5",4730,13586,"1.5","0","0","5",4270,460,"Seattle","WA 98112",79,"05","29","1"
672000,"3","2.5",2620,21587,"2","0","0","3",2620,0,"Redmond","WA 98053",22,"05","29","0"
680000,"3","2.25",2330,4000,"1.5","0","2","5",1520,810,"Seattle","WA 98115",87,"05","29","2"
750500,"5","3",2170,2440,"1.5","0","0","4",1450,720,"Seattle","WA 98105",48,"05","29","2"
550000,"5","2",2450,9488,"1","0","0","4",1240,1210,"Seattle","WA 98133",59,"05","29","3"
266500,"4","1.75",1880,7632,"1","0","0","4",1180,700,"Federal Way","WA 98023",14,"05","29","2"
405000,"3","2",1240,14404,"1","0","0","3",1240,0,"Redmond","WA 98053",14,"05","29","0"
3e+05,"2","1",820,3844,"1","0","0","4",820,0,"Seattle","WA 98133",98,"05","29","0"
231000,"4","2",1530,6375,"2","0","0","3",1530,0,"Renton","WA 98058",31,"05","29","0"
790000,"5","3.25",2900,12160,"1","0","0","4",1890,1010,"Bellevue","WA 98005",47,"05","29","2"
4e+05,"4","2.75",1240,3867,"1","0","0","3",800,440,"Seattle","WA 98125",14,"05","29","1"
950000,"4","3.5",4140,13392,"2","0","0","3",4140,0,"Newcastle","WA 98059",14,"05","29","0"
450000,"4","2",2240,7725,"1","0","0","5",1120,1120,"Seattle","WA 98106",58,"05","29","3"
332000,"3","2.25",2270,8876,"1","0","0","3",1380,890,"Renton","WA 98058",10,"05","29","2"
155000,"3","1",1250,6250,"1","0","0","2",1030,220,"Seattle","WA 98108",65,"05","29","1"
4e+05,"5","2",1930,9747,"1","0","0","4",1020,910,"Kenmore","WA 98028",52,"05","29","2"
349000,"4","1.75",1700,7800,"1","0","0","5",1120,580,"Renton","WA 98059",33,"05","29","2"
529000,"3","1",1590,6420,"1","0","0","3",1590,0,"Seattle","WA 98136",70,"05","29","0"
405000,"5","1.75",1880,10000,"1","0","0","3",960,920,"Kirkland","WA 98034",6,"05","29","2"
635200,"4","1.75",1640,4240,"1","0","0","5",920,720,"Seattle","WA 98117",93,"05","29","2"
540000,"3","1.5",2600,5085,"1","0","0","4",1400,1200,"Seattle","WA 98126",13,"05","29","3"
402000,"2","1",710,1173,"2","0","0","4",710,0,"Seattle","WA 98102",71,"05","29","0"
3100000,"6","4.25",6980,15682,"3","0","4","4",5330,1650,"Mercer Island","WA 98040",15,"05","29","4"
329932,"3","1.5",1460,5040,"1","0","0","3",1100,360,"Seattle","WA 98133",43,"05","29","1"
525000,"5","2.5",2630,9216,"2","0","0","3",2630,0,"Duvall","WA 98019",11,"05","29","0"
2750000,"4","3.25",4430,21000,"2","0","0","3",4430,0,"Medina","WA 98039",7,"05","29","0"
602500,"4","2.5",2760,6850,"2","0","0","3",2760,0,"Newcastle","WA 98056",15,"05","29","0"
4e+05,"4","2",1670,12056,"1","0","0","3",1670,0,"Kenmore","WA 98028",9,"05","29","0"
445000,"4","1.75",1990,4725,"1.5","0","0","4",1190,800,"Seattle","WA 98126",70,"05","29","2"
525000,"3","3",2600,5238,"1.5","0","3","3",1890,710,"Des Moines","WA 98198",25,"05","29","2"
723000,"4","2.25",1960,8680,"1","0","0","4",1290,670,"Bellevue","WA 98004",55,"05","29","2"
503000,"3","2",2590,108900,"2","0","0","3",1980,610,"Maple Valley","WA 98038",14,"05","29","2"
672500,"4","2.75",2620,6707,"2","0","0","3",2620,0,"Sammamish","WA 98075",14,"05","29","0"
475300,"3","1",2110,10005,"1","0","0","5",1110,1000,"Kirkland","WA 98033",58,"05","29","2"
295000,"4","2.5",2290,4539,"2","0","0","3",2290,0,"Renton","WA 98058",13,"05","29","0"
1425000,"4","4.25",4960,6000,"2.5","0","0","3",3680,1280,"Seattle","WA 98109",11,"05","29","3"
250000,"2","1",1110,26051,"1","0","0","3",1110,0,"SeaTac","WA 98168",20,"05","29","0"
658000,"4","2.75",3310,6166,"2","0","0","3",3310,0,"Snoqualmie","WA 98065",6,"05","29","0"
83000,"2","1",900,8580,"1","0","0","3",900,0,"Tukwila","WA 98168",96,"05","29","0"
210000,"3","1.75",1590,7617,"2","0","0","3",1590,0,"Des Moines","WA 98198",28,"05","29","0"
650880,"3","2.5",2930,6050,"2","0","0","3",2930,0,"Snoqualmie","WA 98065",6,"05","29","0"
305000,"2","2.25",1000,905,"3","0","0","3",1000,0,"Seattle","WA 98117",8,"05","29","0"
645000,"3","3.25",1730,1229,"2","0","2","3",1320,410,"Seattle","WA 98119",6,"05","29","1"
860000,"3","2.25",3060,12095,"2","0","0","3",3060,0,"Bellevue","WA 98006",5,"05","30","0"
395000,"4","2.5",2910,5000,"2","0","0","3",2910,0,"Covington","WA 98042",12,"05","30","0"
260000,"3","1.75",1050,5850,"1","0","0","3",1050,0,"Burien","WA 98166",34,"05","30","0"
196440,"3","2",1560,7352,"1","0","0","3",1560,0,"Algona","WA 98001",22,"05","30","0"
425000,"3","1.75",1680,3000,"1","0","2","4",840,840,"Seattle","WA 98103",43,"05","30","2"
